date,ticker,close,low,high
01.Jun.21,WTI,67.72,66.41,68.87
28.May.21,WTI,66.32,66.17,67.52
27.May.21,WTI,66.85,65.47,66.92
26.May.21,WTI,66.21,65.25,66.43
25.May.21,WTI,66.07,65.41,66.51
24.May.21,WTI,66.05,63.63,66.14
21.May.21,WTI,63.58,61.56,64.07
20.May.21,WTI,62.05,61.89,63.96
19.May.21,WTI,63.36,61.95,65.35
18.May.21,WTI,65.49,64.11,67.01
17.May.21,WTI,66.27,64.83,66.43
14.May.21,WTI,65.37,63.33,65.62
13.May.21,WTI,63.82,63.09,65.81
12.May.21,WTI,66.08,64.97,66.63
11.May.21,WTI,65.28,63.68,65.50
10.May.21,WTI,64.92,63.95,65.75
07.May.21,WTI,64.90,63.90,65.24
06.May.21,WTI,64.71,64.50,65.98
05.May.21,WTI,65.63,64.92,66.76
04.May.21,WTI,65.69,64.29,66.19
03.May.21,WTI,64.49,62.91,64.68
30.Apr.21,WTI,63.58,63.08,64.95
29.Apr.21,WTI,65.01,63.65,65.47
28.Apr.21,WTI,63.86,62.67,64.53
27.Apr.21,WTI,62.94,61.91,63.30
26.Apr.21,WTI,61.91,60.66,62.31
23.Apr.21,WTI,62.14,61.25,62.43
22.Apr.21,WTI,61.43,60.61,61.87
21.Apr.21,WTI,61.35,60.86,62.56
20.Apr.21,WTI,62.44,61.50,64.25
19.Apr.21,WTI,63.38,62.63,63.63
16.Apr.21,WTI,63.13,62.83,63.88
15.Apr.21,WTI,63.46,62.53,63.57
14.Apr.21,WTI,63.15,60.38,63.44
13.Apr.21,WTI,60.18,59.64,60.59
12.Apr.21,WTI,59.70,58.73,60.77
09.Apr.21,WTI,59.32,59.10,59.95
08.Apr.21,WTI,59.60,58.82,59.93
07.Apr.21,WTI,59.77,58.12,60.04
06.Apr.21,WTI,59.33,58.62,60.90
05.Apr.21,WTI,58.65,57.63,61.50
01.Apr.21,WTI,61.45,58.86,61.75
31.Mar.21,WTI,59.16,58.85,61.17
30.Mar.21,WTI,60.55,59.94,62.27
29.Mar.21,WTI,61.56,59.41,61.77
26.Mar.21,WTI,60.97,58.32,61.36
25.Mar.21,WTI,58.56,57.44,60.86
24.Mar.21,WTI,61.18,57.29,61.34
23.Mar.21,WTI,57.76,57.25,61.35
22.Mar.21,WTI,61.55,60.39,61.90
19.Mar.21,WTI,61.42,58.94,61.72
18.Mar.21,WTI,60.00,58.20,64.82
17.Mar.21,WTI,64.60,63.60,65.34
16.Mar.21,WTI,64.80,63.80,65.43
15.Mar.21,WTI,65.39,64.13,66.40
12.Mar.21,WTI,65.61,65.41,66.24
11.Mar.21,WTI,66.02,64.54,66.21
10.Mar.21,WTI,64.44,63.13,64.96
09.Mar.21,WTI,64.01,63.63,65.98
08.Mar.21,WTI,65.05,64.57,67.98
05.Mar.21,WTI,66.09,63.82,66.42
04.Mar.21,WTI,63.83,60.52,64.86
03.Mar.21,WTI,61.28,59.24,61.99
02.Mar.21,WTI,59.75,59.38,61.21
01.Mar.21,WTI,60.64,59.96,62.92
26.Feb.21,WTI,61.50,61.34,63.57
25.Feb.21,WTI,63.53,62.65,63.81
24.Feb.21,WTI,63.22,60.97,63.51
23.Feb.21,WTI,61.67,60.67,63.00
22.Feb.21,WTI,61.49,58.82,61.84
19.Feb.21,WTI,59.24,58.59,60.29
18.Feb.21,WTI,60.52,59.79,62.26
17.Feb.21,WTI,61.14,59.43,61.73
16.Feb.21,WTI,60.05,59.33,60.95
12.Feb.21,WTI,59.47,57.41,59.82
11.Feb.21,WTI,58.24,57.84,58.71
10.Feb.21,WTI,58.68,58.08,58.91
09.Feb.21,WTI,58.36,57.27,58.62
08.Feb.21,WTI,57.97,57.00,58.14
05.Feb.21,WTI,56.85,56.43,57.29
04.Feb.21,WTI,56.23,55.30,56.58
03.Feb.21,WTI,55.69,54.81,56.33
02.Feb.21,WTI,54.76,53.45,55.26
01.Feb.21,WTI,53.55,51.64,53.74
29.Jan.21,WTI,52.20,51.93,53.25
28.Jan.21,WTI,52.34,52.04,53.58
27.Jan.21,WTI,52.85,51.85,53.30
26.Jan.21,WTI,52.61,52.29,53.25
25.Jan.21,WTI,52.77,51.82,52.95
22.Jan.21,WTI,52.27,51.44,53.16
21.Jan.21,WTI,53.13,52.75,53.41
20.Jan.21,WTI,53.24,53.05,53.79
19.Jan.21,WTI,52.98,51.76,53.13
15.Jan.21,WTI,52.36,51.83,53.83
14.Jan.21,WTI,53.57,52.24,53.75
13.Jan.21,WTI,52.91,52.58,53.93
12.Jan.21,WTI,53.21,52.07,53.45
11.Jan.21,WTI,52.25,51.50,52.70
08.Jan.21,WTI,52.24,50.81,52.75
07.Jan.21,WTI,50.83,50.39,51.28
